23.41866,6.836627,67.5359
23.32415,6.875259,67.52284
23.47496,6.877262,67.53752
23.21455,6.949949,67.49396
23.40914,6.948278,67.5166
23.10738,7.026822,67.49187
23.31428,7.027203,67.47561
23.5129,7.026937,67.53465
23.00314,7.093904,67.52119
23.21062,7.099656,67.4733
23.4154,7.109855,67.48286
22.91673,7.186819,67.52655
23.10801,7.175861,67.47578
23.316,7.170914,67.46942
23.51887,7.166523,67.51168
22.81898,7.263624,67.54176
23.00727,7.248061,67.48009
23.20487,7.244452,67.46895
23.4393,7.244475,67.47034
23.57919,7.244957,67.53721
22.89976,7.319694,67.49828
23.10753,7.318613,67.4701
23.32201,7.318994,67.46871
23.51701,7.310841,67.50893
22.79695,7.389395,67.52095
23.00261,7.391984,67.47075
23.20942,7.391879,67.46839
23.41851,7.391865,67.47086
22.70684,7.454681,67.52882
22.90001,7.477193,67.47674
23.10489,7.465081,67.46926
23.33063,7.476368,67.47014
23.50139,7.44802,67.53528
22.6026,7.563264,67.54089
22.79768,7.545293,67.47561
22.99762,7.538671,67.46915
23.21382,7.53956,67.46949
23.41974,7.542402,67.5174
22.53421,7.612652,67.54293
22.68533,7.614205,67.50145
22.89873,7.612697,67.46935
23.10962,7.613147,67.46866
23.31179,7.583123,67.48649
22.58561,7.685625,67.50047
22.78263,7.678008,67.47012
23.00245,7.686137,67.46778
23.21887,7.696438,67.47054
23.3693,7.686192,67.53986
22.4894,7.76335,67.52087
22.68335,7.733853,67.47042
22.89144,7.758691,67.46822
23.10812,7.759871,67.46931
23.30507,7.768838,67.52491
22.42766,7.83327,67.53936
22.58661,7.833269,67.47075
22.79027,7.833214,67.46833
23.00434,7.833653,67.4685
23.19722,7.837224,67.4891
22.48211,7.906022,67.51666
22.682,7.912547,67.47012
22.89831,7.90735,67.46759
23.12333,7.917918,67.47015
23.266,7.906809,67.53886
22.58695,7.985291,67.49845
22.79456,7.980293,67.4691
23.00251,7.980236,67.46904
23.19913,7.98282,67.51123
22.50433,8.038406,67.53174
22.69152,8.052691,67.4716
22.89412,8.054472,67.46844
