LitterRef	Weight	MotherID	DateOfBirth	flag	Number_total	BodyLength
346	10	L2F020	8/17/17	0	8	18.45
346	11	L2F020	8/17/17	0	8	18.45
201	9	L2F020	5/20/16	1	5	17.95
346	10	L2F020	8/17/17	0	8	18.45
14	10	L3F002	1/26/14	1	8	19.1
56	9	L3F002	9/4/14	0	9	19.1
56	8	L3F002	9/4/14	0	9	19.1
56	7	L3F002	9/4/14	0	9	19.1
56	9	L3F002	9/4/14	0	9	19.1
130	7	L3F002	7/30/15	0	9	19.2
175	11	L3F002	2/1/16	0	9	19.05
175	8	L3F002	2/1/16	0	9	19.05
14	11	L3F002	1/26/14	1	8	19.1
56	9	L3F002	9/4/14	0	9	19.1
130	8	L3F002	7/30/15	0	9	19.2
130	6	L3F002	7/30/15	0	9	19.2
130	7	L3F002	7/30/15	0	9	19.2
130	6	L3F002	7/30/15	0	9	19.2
175	10	L3F002	2/1/16	0	9	19.05
175	9	L3F002	2/1/16	0	9	19.05
175	7	L3F002	2/1/16	0	9	19.05
183	11	L3F003	3/11/16	0	9	20
272	11	L3F003	12/25/16	0	10	20.2
272	9	L3F003	12/25/16	0	10	20.2
272	9	L3F003	12/25/16	0	10	20.2
389	12	L3F003	12/25/17	0	8	20.35
452	7	L3F003	8/28/18	0	10	20.1
452	8	L3F003	8/28/18	0	10	20.1
452	7	L3F003	8/28/18	0	10	20.1
96	13	L3F003	2/17/15	1	7	19.9
96	11	L3F003	2/17/15	1	7	19.9
96	11	L3F003	2/17/15	1	7	19.9
183	9	L3F003	3/11/16	0	9	20
183	10	L3F003	3/11/16	0	9	20
183	9	L3F003	3/11/16	0	9	20
183	9	L3F003	3/11/16	0	9	20
233	13	L3F003	9/9/16	0	8	20.1
233	12	L3F003	9/9/16	0	8	20.1
233	10	L3F003	9/9/16	0	8	20.1
233	10	L3F003	9/9/16	0	8	20.1
272	10	L3F003	12/25/16	0	10	20.2
272	12	L3F003	12/25/16	0	10	20.2
389	12	L3F003	12/25/17	0	8	20.35
389	13	L3F003	12/25/17	0	8	20.35
389	12	L3F003	12/25/17	0	8	20.35
428	12	L3F003	5/16/18	0	6	20.1
428	13	L3F003	5/16/18	0	6	20.1
452	10	L3F003	8/28/18	0	10	20.1
452	8	L3F003	8/28/18	0	10	20.1
452	10	L3F003	8/28/18	0	10	20.1
153	6	L4F001	11/27/15	1	6	18.65
184	12	L4F001	3/20/16	0	6	18.65
294	11	L4F001	2/23/17	0	5	18.45
354	11	L4F001	9/13/17	0	6	18.45
395	11	L4F001	1/14/18	0	7	18.45
395	12	L4F001	1/14/18	0	7	18.45
395	10	L4F001	1/14/18	0	7	18.45
184	10	L4F001	3/20/16	0	6	18.65
354	11	L4F001	9/13/17	0	6	18.45
5	9	L5F001	11/23/13	1	8	19.25
5	11	L5F001	11/23/13	1	8	19.25
5	8	L5F001	11/23/13	1	8	19.25
44	10	L5F001	7/8/14	0	7	19.25
118	10	L5F001	6/9/15	0	7	19.2
168	8	L5F001	1/7/16	0	8	18.83333333
168	9	L5F001	1/7/16	0	8	18.83333333
224	9	L5F001	8/7/16	0	8	18.85
224	12	L5F001	8/7/16	0	8	18.85
258	10	L5F001	12/13/16	0	8	18.8
258	9	L5F001	12/13/16	0	8	18.8
307	10	L5F001	3/30/17	0	7	18.9
307	10	L5F001	3/30/17	0	7	18.9
351	10	L5F001	9/2/17	0	7	19.05
448	7	L5F001	8/15/18	0	8	19.2
477	10	L5F001	12/12/18	0	5	19.1
5	9	L5F001	11/23/13	1	8	19.25
44	10	L5F001	7/8/14	0	7	19.25
44	7	L5F001	7/8/14	0	7	19.25
118	8	L5F001	6/9/15	0	7	19.2
118	12	L5F001	6/9/15	0	7	19.2
168	8	L5F001	1/7/16	0	8	18.83333333
168	9	L5F001	1/7/16	0	8	18.83333333
224	7	L5F001	8/7/16	0	8	18.85
224	7	L5F001	8/7/16	0	8	18.85
258	10	L5F001	12/13/16	0	8	18.8
258	11	L5F001	12/13/16	0	8	18.8
307	8	L5F001	3/30/17	0	7	18.9
351	10	L5F001	9/2/17	0	7	19.05
448	7	L5F001	8/15/18	0	8	19.2
448	10	L5F001	8/15/18	0	8	19.2
504	11	L5F001	3/31/19	0	4	19.1
504	4	L5F001	3/31/19	0	4	19.1
305	9	L6F008	3/16/17	0	6	18
305	8	L6F008	3/16/17	0	6	18
467	9	L6F013	11/14/18	1	9	18.9
467	8	L6F013	11/14/18	1	9	18.9
467	9	L6F013	11/14/18	1	9	18.9
467	10	L6F013	11/14/18	1	9	18.9
467	9	L6F013	11/14/18	1	9	18.9
99	11	L7F007	2/28/15	1	8	19.2
99	12	L7F007	2/28/15	1	8	19.2
136	10	L7F007	10/10/15	0	7	18.7
136	11	L7F007	10/10/15	0	7	18.7
136	12	L7F007	10/10/15	0	7	18.7
176	11	L7F007	2/1/16	0	8	18.6
176	9	L7F007	2/1/16	0	8	18.6
176	11	L7F007	2/1/16	0	8	18.6
221	11	L7F007	7/24/16	0	6	18.55
221	13	L7F007	7/24/16	0	6	18.55
248	8	L7F007	11/7/16	0	9	18.9
248	9	L7F007	11/7/16	0	9	18.9
248	7	L7F007	11/7/16	0	9	18.9
295	8	L7F007	2/24/17	0	9	19.05
295	9	L7F007	2/24/17	0	9	19.05
295	10	L7F007	2/24/17	0	9	19.05
338	9	L7F007	6/15/17	0	8	19.05
338	10	L7F007	6/15/17	0	8	19.05
366	10	L7F007	10/2/17	0	9	19.05
366	9	L7F007	10/2/17	0	9	19.05
366	11	L7F007	10/2/17	0	9	19.05
424	10	L7F007	5/7/18	0	9	19
424	10	L7F007	5/7/18	0	9	19
483	7	L7F007	1/13/19	0	8	19.2
483	7	L7F007	1/13/19	0	8	19.2
483	6	L7F007	1/13/19	0	8	19.2
99	10	L7F007	2/28/15	1	8	19.2
99	9	L7F007	2/28/15	1	8	19.2
176	8	L7F007	2/1/16	0	8	18.6
248	10	L7F007	11/7/16	0	9	18.9
248	14	L7F007	11/7/16	0	9	18.9
295	10	L7F007	2/24/17	0	9	19.05
295	10	L7F007	2/24/17	0	9	19.05
338	11	L7F007	6/15/17	0	8	19.05
338	13	L7F007	6/15/17	0	8	19.05
366	12	L7F007	10/2/17	0	9	19.05
366	9	L7F007	10/2/17	0	9	19.05
424	7	L7F007	5/7/18	0	9	19
424	8	L7F007	5/7/18	0	9	19
424	11	L7F007	5/7/18	0	9	19
460	11	L7F007	10/3/18	0	6	19
460	12	L7F007	10/3/18	0	6	19
483	8	L7F007	1/13/19	0	8	19.2
179	8	L7F009	2/10/16	1	7	18.6
179	7	L7F009	2/10/16	1	7	18.6
179	8	L7F009	2/10/16	1	7	18.6
379	11	L7F009	11/14/17	0	7	18.9
379	10	L7F009	11/14/17	0	7	18.9
379	11	L7F009	11/14/17	0	7	18.9
185	11	LYF002	3/21/16	1	6	17
185	12	LYF002	3/21/16	1	6	17
370	11	MAF006	10/10/17	0	7	18.2
370	10	MAF006	10/10/17	0	7	18.2
308	12	MAF006	3/31/17	0	6	18.25
308	10	MAF006	3/31/17	0	6	18.25
370	9	MAF006	10/10/17	0	7	18.2
342	13	NOF009	7/16/17	0	5	18.15
378	12	NOF009	10/30/17	0	6	18
210	13	NOF009	6/2/16	1	5	17.65
309	13	NOF009	4/2/17	0	5	18.05
378	12	NOF009	10/30/17	0	6	18
535	8	PNF008	8/9/19	1	8	18.05
535	9	PNF008	8/9/19	1	8	18.05
535	10	PNF008	8/9/19	1	8	18.05
535	10	PNF008	8/9/19	1	8	18.05
222	10	ROF001	7/25/16	0	7	16.8
222	8	ROF001	7/25/16	0	7	16.8
222	10	ROF001	7/25/16	0	7	16.8
158	12	ROF001	12/7/15	1	5	17
216	10	SAF001	6/28/16	1	8	17.75
311	9	SAF001	4/12/17	0	8	18
401	10	SAF001	1/31/18	0	7	18.05
458	9	SAF001	9/17/18	0	8	17.95
458	7	SAF001	9/17/18	0	8	17.95
458	9	SAF001	9/17/18	0	8	17.95
458	9	SAF001	9/17/18	0	8	17.95
500	9	SAF001	2/25/19	0	7	17.95
500	11	SAF001	2/25/19	0	7	17.95
500	11	SAF001	2/25/19	0	7	17.95
216	10	SAF001	6/28/16	1	8	17.75
216	11	SAF001	6/28/16	1	8	17.75
216	11	SAF001	6/28/16	1	8	17.75
257	11	SAF001	12/2/16	0	8	18
257	10	SAF001	12/2/16	0	8	18
257	9	SAF001	12/2/16	0	8	18
257	11	SAF001	12/2/16	0	8	18
311	11	SAF001	4/12/17	0	8	18
311	10	SAF001	4/12/17	0	8	18
311	10	SAF001	4/12/17	0	8	18
401	10	SAF001	1/31/18	0	7	18.05
401	7	SAF001	1/31/18	0	7	18.05
246	9	TIF003	11/1/16	1	8	17.55
246	10	TIF003	11/1/16	1	8	17.55
289	11	TIF003	2/14/17	0	7	17.9
289	11	TIF003	2/14/17	0	7	17.9
246	11	TIF003	11/1/16	1	8	17.55
289	11	TIF003	2/14/17	0	7	17.9
331	11	TIF003	6/2/17	0	6	18.15
331	12	TIF003	6/2/17	0	6	18.15
355	11	TIF003	9/19/17	0	7	18.05
355	8	TIF003	9/19/17	0	7	18.05
280	11	TSF002	1/11/17	1	9	19.35
320	10	TSF002	4/28/17	0	9	19.65
320	9	TSF002	4/28/17	0	9	19.65
320	10	TSF002	4/28/17	0	9	19.65
423	13	TSF002	4/29/18	0	10	19.85
423	9	TSF002	4/29/18	0	10	19.85
423	8	TSF002	4/29/18	0	10	19.85
480	10	TSF002	12/29/18	0	10	19.85
480	9	TSF002	12/29/18	0	10	19.85
480	7	TSF002	12/29/18	0	10	19.85
480	8	TSF002	12/29/18	0	10	19.85
280	11	TSF002	1/11/17	1	9	19.35
280	11	TSF002	1/11/17	1	9	19.35
280	10	TSF002	1/11/17	1	9	19.35
280	10	TSF002	1/11/17	1	9	19.35
320	10	TSF002	4/28/17	0	9	19.65
320	10	TSF002	4/28/17	0	9	19.65
423	11	TSF002	4/29/18	0	10	19.85
423	9	TSF002	4/29/18	0	10	19.85
480	9	TSF002	12/29/18	0	10	19.85
480	8	TSF002	12/29/18	0	10	19.85
202	8	TSF003	5/22/16	1	9	18.25
202	9	TSF003	5/22/16	1	9	18.25
202	8	TSF003	5/22/16	1	9	18.25
202	7	TSF003	5/22/16	1	9	18.25
202	9	TSF003	5/22/16	1	9	18.25
515	11	TSF047	4/29/19	1	7	17.8
515	12	TSF047	4/29/19	1	7	17.8
515	10	TSF047	4/29/19	1	7	17.8
514	11	TSF048	4/29/19	1	8	18.2
514	12	TSF048	4/29/19	1	8	18.2
514	9	TSF048	4/29/19	1	8	18.2
514	11	TSF048	4/29/19	1	8	18.2
339	11	TTF001	6/25/17	0	7	17.9
339	11	TTF001	6/25/17	0	7	17.9
339	11	TTF001	6/25/17	0	7	17.9
369	9	TTF001	10/10/17	0	8	17.9
369	9	TTF001	10/10/17	0	8	17.9
303	15	TTF001	3/15/17	1	5	17.9
369	9	TTF001	10/10/17	0	8	17.9
369	10	TTF001	10/10/17	0	8	17.9
399	12	TTF001	1/27/18	0	7	17.9
399	10	TTF001	1/27/18	0	7	17.9
399	10	TTF001	1/27/18	0	7	17.9
425	9	TTF001	5/8/18	0	6	17.9
425	9	TTF001	5/8/18	0	6	17.9
283	10	WAF002	1/19/17	0	9	18.5
283	10	WAF002	1/19/17	0	9	18.5
165	12	WAF002	1/3/16	0	8	18.6
165	11	WAF002	1/3/16	0	8	18.6
231	10	WAF002	9/7/16	0	10	18.8
231	9	WAF002	9/7/16	0	10	18.8
231	7	WAF002	9/7/16	0	10	18.8
231	8	WAF002	9/7/16	0	10	18.8
231	9	WAF002	9/7/16	0	10	18.8
283	10	WAF002	1/19/17	0	9	18.5
283	9	WAF002	1/19/17	0	9	18.5
283	8	WAF002	1/19/17	0	9	18.5
341	7	WAF002	6/28/17	0	9	19.05
372	10	WAF002	10/13/17	0	8	19.05
476	8	WAF002	12/12/18	0	10	19.25
476	9	WAF002	12/12/18	0	10	19.25
476	6	WAF002	12/12/18	0	10	19.25
476	8	WAF002	12/12/18	0	10	19.25
165	11	WAF002	1/3/16	0	8	18.6
165	13	WAF002	1/3/16	0	8	18.6
231	9	WAF002	9/7/16	0	10	18.8
283	8	WAF002	1/19/17	0	9	18.5
283	9	WAF002	1/19/17	0	9	18.5
341	8	WAF002	6/28/17	0	9	19.05
341	8	WAF002	6/28/17	0	9	19.05
341	8	WAF002	6/28/17	0	9	19.05
341	7	WAF002	6/28/17	0	9	19.05
372	10	WAF002	10/13/17	0	8	19.05
372	10	WAF002	10/13/17	0	8	19.05
372	9	WAF002	10/13/17	0	8	19.05
476	7	WAF002	12/12/18	0	10	19.25
476	8	WAF002	12/12/18	0	10	19.25
421	9	WAF014	4/24/18	1	6	17.3
421	8	WAF014	4/24/18	1	6	17.3
447	10	WAF014	8/9/18	0	5	17.65
506	12	WEF005	4/1/19	1	6	17.9
506	10	WEF005	4/1/19	1	6	17.9
116	10	Z1F003	5/26/15	0	8	19.05
116	11	Z1F003	5/26/15	0	8	19.05
116	9	Z1F003	5/26/15	0	8	19.05
116	0	Z1F003	5/26/15	0	8	19.05
162	8	Z1F012	12/17/15	1	8	17.8
162	9	Z1F012	12/17/15	1	8	17.8
190	8	Z1F012	4/1/16	0	8	18.2
190	8	Z1F012	4/1/16	0	8	18.2
230	10	Z1F012	9/5/16	0	6	18.65
190	7	Z1F012	4/1/16	0	8	18.2
190	9	Z1F012	4/1/16	0	8	18.2
230	10	Z1F012	9/5/16	0	6	18.65
256	10	Z1F025	11/24/16	0	7	18.6
256	10	Z1F025	11/24/16	0	7	18.6
256	11	Z1F025	11/24/16	0	7	18.6
313	12	Z1F025	4/11/17	0	6	18.35
313	10	Z1F025	4/11/17	0	6	18.35
396	12	Z2F006	1/18/18	0	5	18.6
445	12	Z2F006	8/8/18	0	6	18.75
304	12	Z2F006	3/12/17	0	7	19.15
304	11	Z2F006	3/12/17	0	7	19.15
304	13	Z2F006	3/12/17	0	7	19.15
445	12	Z2F006	8/8/18	0	6	18.75
487	11	Z2F006	2/24/19	0	7	18.95
487	9	Z2F006	2/24/19	0	7	18.95
98	10	Z3F015	2/25/15	0	7	19.1
171	8	Z3F015	1/11/16	0	6	18.65
171	10	Z3F015	1/11/16	0	6	18.65
32	12	Z3F015	5/12/14	1	7	18.7
32	10	Z3F015	5/12/14	1	7	18.7
32	11	Z3F015	5/12/14	1	7	18.7
98	10	Z3F015	2/25/15	0	7	19.1
98	12	Z3F015	2/25/15	0	7	19.1
220	9	Z3F015	7/20/16	0	7	18.75
220	11	Z3F015	7/20/16	0	7	18.75
220	9	Z3F015	7/20/16	0	7	18.75
279	12	Z3F015	1/8/17	0	6	18.7
279	10	Z3F015	1/8/17	0	6	18.7
317	9	Z3F015	4/22/17	0	7	18.7
317	9	Z3F015	4/22/17	0	7	18.7
114	10	Z3F016	5/25/15	1	8	18.9
181	13	Z3F016	2/27/16	0	6	19.9
213	9	Z3F016	6/10/16	0	8	19.495
213	11	Z3F016	6/10/16	0	8	19.495
255	11	Z3F016	11/21/16	0	7	19.495
255	12	Z3F016	11/21/16	0	7	19.495
301	10	Z3F016	3/10/17	0	7	20.1
301	10	Z3F016	3/10/17	0	7	20.1
340	12	Z3F016	6/26/17	0	9	20.1
340	9	Z3F016	6/26/17	0	9	20.1
340	8	Z3F016	6/26/17	0	9	20.1
340	11	Z3F016	6/26/17	0	9	20.1
402	11	Z3F016	2/1/18	0	9	19.8
402	10	Z3F016	2/1/18	0	9	19.8
402	9	Z3F016	2/1/18	0	9	19.8
114	10	Z3F016	5/25/15	1	8	18.9
114	11	Z3F016	5/25/15	1	8	18.9
114	10	Z3F016	5/25/15	1	8	18.9
181	13	Z3F016	2/27/16	0	6	19.9
213	7	Z3F016	6/10/16	0	8	19.495
213	10	Z3F016	6/10/16	0	8	19.495
255	12	Z3F016	11/21/16	0	7	19.495
301	10	Z3F016	3/10/17	0	7	20.1
340	11	Z3F016	6/26/17	0	9	20.1
402	11	Z3F016	2/1/18	0	9	19.8
402	11	Z3F016	2/1/18	0	9	19.8
92	13	Z3F021	1/27/15	1	6	19
253	11	Z3F021	11/18/16	0	8	19.05
253	9	Z3F021	11/18/16	0	8	19.05
253	9	Z3F021	11/18/16	0	8	19.05
314	9	Z3F021	4/14/17	0	7	19.15
314	9	Z3F021	4/14/17	0	7	19.15
363	7	Z3F021	9/28/17	0	9	19.15
363	8	Z3F021	9/28/17	0	9	19.15
363	7	Z3F021	9/28/17	0	9	19.15
363	8	Z3F021	9/28/17	0	9	19.15
92	12	Z3F021	1/27/15	1	6	19
253	10	Z3F021	11/18/16	0	8	19.05
314	8	Z3F021	4/14/17	0	7	19.15
363	10	Z3F021	9/28/17	0	9	19.15
97	10	Z3F027	2/17/15	1	6	17.4
97	11	Z3F027	2/17/15	1	6	17.4
127	7	Z3F027	7/15/15	0	5	17.4
142	10	Z3F027	11/11/15	0	6	18
191	11	Z3F027	4/4/16	0	7	17.95
191	9	Z3F027	4/4/16	0	7	17.95
276	13	Z3F027	1/6/17	0	6	18.3
276	11	Z3F027	1/6/17	0	6	18.3
321	11	Z3F027	4/27/17	0	6	18.35
433	10	Z3F027	6/5/18	0	6	18.8
142	13	Z3F027	11/11/15	0	6	18
191	13	Z3F027	4/4/16	0	7	17.95
236	13	Z3F027	9/18/16	0	6	18.3
236	13	Z3F027	9/18/16	0	6	18.3
321	11	Z3F027	4/27/17	0	6	18.35
375	10	Z3F027	10/28/17	0	6	17.95
375	15	Z3F027	10/28/17	0	6	17.95
433	11	Z3F027	6/5/18	0	6	18.8
482	9	Z3F027	1/4/19	0	4	19
482	7	Z3F027	1/4/19	0	4	19
482	1	Z3F027	1/4/19	0	4	19
