G1F022_lb_E2	G1F022_lb_null	G1F025_lb_null	G1F025_v_null	G4F019_lb_null	G4F019_v_E2	G4F019_v_null	G4F020_lb_E2	G4F020_lb_null	G4F020_v_null	MAF003_lb_null	MAF003_v_null	MAF006_lb_E2	MAF006_lb_null	MAF006_v_E2	NOF007_lb_E2	NOF007_lb_null	NOF007_v_E2	NOF007_v_null	NOF009_lb_E2	NOF009_lb_null	WEF001_lb_null	WEF001_v_E2	WEF001_v_null	WEF002_lb_E2	WEF002_lb_null	WEF002_v_null	DVF007_lb_null	DVF007_v_E2	DVF007_v_null	DVF008_lb_E2	DVF008_lb_null	DVF008_v_E2	DVF008_v_null	LAF007_lb_E2	LAF007_lb_null	LAF007_vert_null	LAF008_lb_null	LAF008_vert_null	WAF011_lb_E2	WAF011_lb_null	WAF011_v_E2	WAF011_v_null	WAF014_lb_E2	WAF014_lb_null	WAF014_v_E2	WAF014_v_null
ENSFDAG00000005587	-0.757392944500313	-0.313250468140386	0.415662646641589	0.603157982657327	-0.842586244838879	-0.436363256483979	-0.113484727689882	-0.33787211060689	0.403982832003398	1.32109735683556	-0.35492283963612	-0.130013943128365	0.215416986194614	0.768935039002848	-0.549326570278785	-0.926282646292423	-1.49278874672907	-0.0911188810705248	0.49762693828589	0.799010429298667	1.22541584300493	0.636644566005824	0.876147536470923	-0.157916851159086	-1.44156913719364	-0.59297206035287	0.416839694824316	-0.445294045759927	0.453143630787314	1.05287957781005	-0.555233339408271	-0.736728906036052	0.265903340217676	-0.0502501937220994	0.676011914725552	-0.165121967794792	0.346682841747272	-1.02405060757403	0.248646338725129	-0.822928930958232	-1.71743372340738	-0.0748784278157117	0.673900475713209	0.206984049477323	0.661295085904482	0.345171412130007	0.682995755564815
ENSFDAG00000005603	0.366324016899784	0.635053139215668	0.0386257333380438	-1.03112462157967	-0.49778135780808	-0.353083725225077	0.077863314319768	-0.0679757745591585	0.188442972597678	0.637438645431584	-0.665308095391704	-0.895448269742663	1.01590177339904	0.225771476626807	-0.0136291731382032	-0.0782776785538468	-1.03185086933327	-0.814159694447539	0.362221141163036	0.786731011565191	1.22593653009023	-0.0499681685928386	0.532161213296131	0.2619598785266	-0.130193726391127	0.0328034684379666	-0.674037335426184	0.57259696572416	-0.566465843291185	0.0901372492851946	-0.0509276580202027	0.319475726794844	-0.28632147979999	0.0607737947254003	1.02633821839035	0.771261204474332	0.473207846746349	-1.33502847182471	-0.886711947395952	-1.34862836169731	-0.610558192371056	-0.790888478261465	-0.540855756746568	1.10017327983201	1.17259542794829	0.686878904830325	0.438536744879992
ENSFDAG00000005646	0.164063459933208	-0.648419141341155	1.12491880270368	-0.605249359147891	-0.277717415369007	0.135175079665215	0.243267954692424	-0.214309153446812	-0.276329686677343	0.456581435478668	-1.63866446872097	-1.20856826023541	1.38917558507086	1.04069391304781	0.474052868477104	-0.297333441385909	-0.986690697146268	-2.10660994471209	-0.357611510382089	2.01526439203324	2.21158798729048	1.06588913680135	0.727120603907444	-0.209400817210252	-0.560755972907212	0.670058016068682	-1.85000695851185	1.06105836211089	0.212241824065537	0.971821680696304	-0.354900359960987	-0.577126117684706	-0.239557312762968	-1.00145081578072	2.14729805726084	1.27797657610478	0.383353615241167	-0.953047310965108	-2.70427956102612	-2.58960586245497	-2.40564971435439	-2.08667174637081	-1.40438808485032	2.58533430733066	2.84571852495099	1.18420285989224	1.89143512128314
ENSFDAG00000005799	0.317639652535343	0.798617891815311	0.00219355868228366	-1.11344290795181	-0.145323637472387	1.50415916450261	1.13708749808595	-1.1829463124217	-0.809490296425843	-0.271267986600498	-3.65424154015493	-0.776293397275222	0.828928569670885	1.18136095090444	1.50813456749844	-0.17891011195515	-1.05358313470952	-1.57389342959847	0.545808568278112	1.39475996570933	1.64345538572764	-0.435570516442756	0.984909331933307	0.667217211126329	-0.716206834349099	0.509128028372599	-0.836175644450072	2.08518665042362	0.268288737048344	0.269586628282801	-1.05107887199472	-0.380371156222344	0.338884587845234	-1.39649568325714	1.25980077474999	1.34455675550684	-0.16140595252901	-0.899763700063746	-1.50824704034609	-2.20613812731198	-2.03005496949352	-1.07908084915956	-2.26209344827326	2.29768242588363	2.28950610927603	1.62322482090199	1.42495343877391
ENSFDAG00000006023	0.395309605025333	0.591713280513946	-0.110504713906048	-0.858518972577789	-0.064466695068119	0.970704475835948	0.687259277924513	-0.517178169828979	-0.486996897908378	-0.461752813526275	-1.24320118197897	-1.97787643569535	1.31569491113063	0.66522179300229	0.86997583787762	-0.0380555107752238	-1.14406998839566	-2.14140622642606	0.576288842201476	1.30228666876661	1.59978643487782	-0.0268349732186888	1.07997786894797	0.574852578404669	-0.692265031910358	0.685726470439223	-1.50942330751275	1.2224436357105	-0.627042688623297	0.60816577025826	0.114626082845744	0.417148008787999	-0.508167341063451	-0.881950214431753	1.5255190082978	1.05236912530831	0.574383315549311	-0.871856754737209	-2.1422592421179	-1.87194978835558	-2.30356911380082	-1.0266787205891	-1.59981875179782	2.02664335664959	2.30498643019671	1.31636829560375	1.37200510588371
ENSFDAG00000006280	0.0345528026021928	0.699155816885351	0.0941434939643235	-0.842108019359717	-0.482282482789782	-0.499830158415278	-0.0173735568090856	-7.22630221936527e-05	0.572636596855404	0.375595400653101	-1.11988117040617	-1.40719179224421	1.33004736784217	0.710895271554001	-0.0044732850299436	-0.128037458357368	-1.07909800289937	-1.01106941860069	0.174535288639598	1.08970324910062	1.31180989416807	0.649992015646561	1.23157751805443	-0.863105920180345	-0.527511241232917	0.318951034447085	-1.03798688087291	-0.40189242753131	1.29757734820471	1.30140822878375	-0.834535193992822	-0.983346844400794	0.0197254783905847	-0.604411837963787	1.12586563370383	0.46296489663413	-0.00130792672325963	-0.936022614786494	-0.551111677029092	-1.45791669766659	-1.63802927640494	-0.776047290930864	-0.750766775018334	1.44955819107759	1.59524042385454	0.882021189827033	0.763692083832027
ENSFDAG00000006589	-0.735583723529451	-0.717559991484615	1.23357276263323	0.116821492251115	0.316837034577087	1.37335918188833	0.764957724016993	-0.712331932183917	-0.591958616630572	-0.991531992904089	-1.09504466405318	-0.990446520669026	1.79270765721373	0.00152984732477179	0.100895244205047	-0.530492199392594	-1.3455116044557	-2.51708877000647	-0.611192817556627	2.46934085880165	2.67719903784449	0.467326522607822	1.30166483884202	1.10930123155604	-1.41021352948588	-0.416774922030266	-1.18573266188695	2.45120623831001	-1.24435605928497	0.710611895571654	-0.458673466819629	0.607920951416631	-0.890627000599595	-0.989527205628671	0.0257864903020188	1.88137866159143	2.0883038294165	-1.1823248421762	-2.91582444315208	-2.97827017484939	-3.18409201800657	-1.32432167772315	-1.43750674627682	2.26019543315558	3.11714473771853	1.69547791115278	1.91889573562047
ENSFDAG00000007481	-0.846788968694666	-0.319234034969132	1.3496349493149	-0.214397884355837	-0.0605103691638353	0.994530493245349	0.651909697714751	-0.551384176222106	-0.502715876642829	-0.483924391563838	-1.75077314828693	-1.33700450079178	2.59619363065698	-0.0232340474610124	0.520070183866583	-0.252229271896148	-1.60993592959342	-1.70078048778381	-0.537957113174744	1.89473783229772	2.22632060975619	1.16052998014984	0.913457494983866	-0.756391454659457	-0.989174721143643	0.54237001256721	-1.06339592215697	0.120201550572175	0.734532056100447	1.15218287546992	-0.343332498675263	-0.332958840259579	-0.757585439735515	-0.523656408588774	1.41245342377508	0.302269211496549	-0.322834970682765	-0.710048664116165	-0.563254188264859	-2.23582304645567	-3.39875878187691	-1.87417900125758	-1.47601270552005	2.51618889493067	2.73304033838146	1.80159850228227	1.94595911239583
ENSFDAG00000007636	0.919961224154184	1.18466928726835	-0.875647228080317	-1.19438220376173	0.385923109933575	0.856200662671324	0.530068688235835	-0.600116686193375	-0.766573682048996	-0.374417175895045	-1.55247681525798	-0.555899579215507	0.568628576334259	1.23339896689054	0.104739889008751	-0.222469092551842	-1.76218445234278	-2.29792379041098	0.384808906402128	1.74851140730171	2.18675969122312	0.418022785411869	1.18857314111824	0.536732188514137	-0.348511948985008	-0.449929085738185	-1.4939115202917	-0.0152451320235727	1.15925422849202	0.645220734080685	-0.251999987296437	-0.519349356917997	-1.49197784077491	0.0778719310029667	1.35355285297507	0.890767872476729	0.426061167705113	-0.72501069606938	-1.80424343628745	-2.61541208833638	-3.136777325491	-1.38418853067305	-1.59616327091659	2.77996766081647	2.95973524624596	1.62098199245497	1.77536091549645
ENSFDAG00000008870	-0.140898670138613	0.100313201934854	0.372920735786664	-0.338832757619746	0.701630942334744	1.24100597489788	0.827145354339886	-0.586006482897851	-0.682093372681072	-1.34460171761324	-0.953892222760675	-1.91848111024361	1.60226901813011	0.822624163226733	0.381490640302717	-0.558452044958515	-1.71886875557584	-2.9668441112866	-0.627167345775582	2.82232367051867	3.03286017187617	1.8701453365464	0.282129296798823	-0.808332632970684	-0.795759016383706	1.27125646168241	-1.80277901432709	0.552061532370314	-0.60771234928608	0.819750428386006	0.788252386033172	0.108192715909537	-0.438738948801688	-0.776181446380303	1.77332886956773	1.03280388813012	0.684612621983336	-1.52099431963736	-1.80678536013497	-1.944842522966	-2.53505785631837	-2.05851055970117	-1.44941064988659	2.56883598611662	2.80186460651841	1.51986654415038	1.7594894426458
ENSFDAG00000009790	-0.0262292067389396	0.237587707042071	0.447954284998575	-0.658629467400933	-0.287822820414439	0.181662763954747	-0.333742397375054	0.0118986056612993	0.0236533600281774	0.40169244037431	-0.738905001442354	-1.70886435107739	1.89438352108211	0.878117057975323	-0.352052744393706	-0.102066736228021	-0.887524869812278	-1.30210201399145	0.00689848933570048	0.839739303583686	1.43795331348077	0.344356398989248	0.903018673515709	-0.596949635156822	-0.6841122408764	0.405607531796941	-0.39842516421294	0.269618497356181	-0.450792180024949	-0.0739366761841627	0.197204088989735	0.260978014050609	-0.00540241645047868	-0.190241548419346	0.865204664647194	0.137342335537679	-0.0935897983420206	-0.490641197082508	-0.407691922849954	-0.652022122541567	-1.25653358257694	-0.910349740777258	-0.578250488153699	1.01348668196598	1.18555861570741	0.508249798254652	0.690736209806572
ENSFDAG00000010218	0.18968706558831	0.102734250175685	0.199335373557134	-0.502531464305778	-0.633412008936363	-0.119764231732449	5.72702723200536e-06	-0.000425513123726518	0.424857361352764	0.305434624907689	-0.651868067779244	-0.511003462103187	0.488214829566707	0.248936447071195	0.136075699294325	-0.769154762625748	-0.186334828969075	-1.13301168692686	0.141825171883944	1.16828412301309	1.31142590952839	0.995927847848323	0.674595131940082	0.0793064002045885	-0.456636897732515	-1.16432131808492	-0.578728397555532	0.231164240071443	0.428945592741565	-0.0177996615558802	-0.0112221097031973	-0.353030756000195	-0.106828572888911	-0.174265814499985	0.698515800389781	0.268531987082246	0.270783845100894	-0.38578951839889	-0.762704489764035	-1.23675326149579	-0.663613079403259	-0.235949948858455	-0.283133332671385	1.03696200430675	1.16137969705319	0.100655755886857	0.215571991171526
ENSFDAG00000010237	0.0266505308085336	0.355825716032523	1.15272934803081	-1.51089573308913	0.810227505978246	0.103173990840604	0.330531874121867	-0.647607939778867	0.301814460406965	-0.941821567193829	0.315965938242285	-2.05691462198678	2.37891396264478	-0.248880367309559	-0.557914677179396	-0.246600626029348	-0.634905594684525	-0.650908595340893	-1.1149393569327	1.41501903915123	1.33701571873594	-0.43446912538529	0.425036822953893	-1.10334892365528	0.580360070324653	2.23410553909962	-1.52748249923598	2.85758043870342	0.566334185282508	-0.937159995529626	0.217335751020105	0.184802317838842	-0.213974502695317	-2.63771597909473	2.55994251739091	1.00155578439402	0.0895118788128136	-0.100165553423238	-3.41974241170076	-3.00103529504243	-0.887322020356922	-2.08745507068051	-1.46138990744535	1.93870630620826	2.70366741262791	0.788724280124449	2.05237380885959
ENSFDAG00000010815	-0.453030067680638	0.0380215981316647	0.87337358335365	-0.528937311891629	-0.515973645200889	0.326560644972997	0.0601053384809445	0.297182393066081	-0.559540850042132	0.472877055514019	-0.865851858271991	-2.14417360933217	1.88588552033213	0.443866376549173	0.221954065250227	0.107780757306555	-1.09895676303732	-2.03278937528498	0.0961809784726984	1.67561668172441	2.01671764286823	0.537546370850265	0.688863544045959	0.67465579172968	-1.19196032496378	0.030670313489324	-0.787658337191748	1.05590933522297	0.69149137364932	1.2586733040584	-0.677243468587832	-0.743188805719952	0.217255484945527	-1.76136544681667	1.00611308063911	0.994037352397463	0.233398191542505	0.151644004722143	-2.3147632176097	-2.3642568082896	-2.66592728957828	-1.17190316486302	-1.25384512812796	2.38217557283441	2.29568079964995	1.6549588941616	1.17256486554223
ENSFDAG00000010933	0.327654179444957	0.542073719931805	-0.0662353232221367	-0.790282785395152	0.414098546972334	-0.538228029742204	-0.505222550077201	0.716469514184132	0.974322209610059	-1.16124050535929	0.288474617857124	0.00961453270615031	-0.31300823999233	-0.866598773881547	1.25122451137993	0.422250414418448	0.070193386288028	-0.559643081864206	0.782787775458142	0.0911194085939369	-0.359420055901497	0.599020655328401	0.106291866476848	0.00254115914405273	-0.293846305448232	-1.03427452603909	0.323412093742452	-1.73290426281587	0.81974022385755	1.06160912499498	-0.182844152758715	-0.862145537514914	0.521378947584792	-0.0597401654176526	-3.81905318230992	-1.15076716210425	1.86476470972037	0.808363121309572	1.88947093368178	-0.0347074428597023	0.161396926244447	0.477163527430901	0.126911730868248	-1.06936891114156	-2.3275897900565	1.45984063377543	0.76996588377546
ENSFDAG00000011126	0.554445304250372	0.80483587906117	0.106488831102622	-1.46251033883516	-0.200181207586964	0.46197168475144	0.202496738407148	-0.100673211621854	0.0928308475638646	-0.435955690417191	-0.995092876629617	-1.92087376818266	1.60305233560102	0.593606756085036	0.653899048311942	0.0673404236571393	-1.16522246221759	-1.96542683386402	0.554529635024815	1.05427849827794	1.45504569799398	-0.108278638502093	0.988144331772151	0.658811162843358	-0.676635585783719	0.540895475259515	-1.36251277548163	0.969350325165242	-0.0111421143119159	0.251419235801527	0.388151450406804	-0.546890080203524	-0.629832281674356	-0.169523466670057	1.63915490145014	1.26771679975854	0.537201139969746	-0.832499334057309	-2.47099915456593	-2.34584219521962	-2.23871680263199	-1.31890825624692	-1.62100537810928	2.37228005353237	2.39502554422382	1.50412890759608	1.37998402758688
ENSFDAG00000011269	0.376365186074696	0.53691572034732	0.476587260214625	-1.32555299630715	-0.78300588335621	0.101856065339964	-0.79765676888795	0.683611109166892	-0.0822767021407091	0.881099712956841	-2.75590957049677	-1.72898502052399	2.19597079443841	2.22582769152892	0.720418316856585	0.0688757080391005	-1.6433662896455	-1.13158273665687	-0.333925594704879	1.31389981820663	1.90050208427317	0.105214311604716	0.529423776904015	0.285679509708114	-0.241542576205398	0.0652640952180015	-0.817898986277791	1.58514821455651	-0.646266691937045	-0.893352358891617	0.917769264322857	0.649668864027646	0.539765384991559	-2.35400062999392	1.93587146294991	0.745700384540458	0.234757134730097	-0.826032570456351	-1.97081027336362	-0.788988911575921	-2.68064526874922	-2.07421681948226	-1.44486934415209	1.75740960780669	2.06508737152233	1.22211127885053	1.74191848276424
ENSFDAG00000011302	-0.123423776743733	0.202358109039686	0.379580265277754	-0.461155034174997	-0.477391243180709	-0.0181418895053804	-0.395137164972855	0.266740569909946	0.223940161636291	0.393155158102304	-0.866268350918027	-1.0231528058666	0.531433402924476	0.979722526981309	0.315105562932384	-0.162938565232869	-1.12338923911031	-1.50139996018544	0.570538018651083	0.865685061678558	1.31947503763456	0.741784361656897	0.978736004334653	-0.0521026058707461	-0.73536505191442	-0.087426223007558	-0.862611315232247	0.136730707640387	0.276358518699454	0.583418385113362	-0.406511293735777	-0.432573798899644	0.226770945211401	-0.39004416734178	1.25044661588694	0.185399123211285	0.37154944201759	-1.20493436224033	-0.595449058862463	-1.28034859801935	-1.65210292698876	-0.694853773577348	-0.471104770177524	1.10591824986488	1.54670452651764	0.52834817663112	0.914241092615036
ENSFDAG00000011667	0.0529052355333972	0.190415399346071	-0.178309384564592	-0.065172657288346	-0.154056228424886	-0.17837445613086	0.0014461411276514	0.00400775698705935	0.0901769319927643	0.236573677545083	-0.153915716696488	0.32102896063154	-0.317635891236064	0.334541810770031	-0.166450351145604	-0.186694323048838	-0.329110381384819	-0.349489444713909	-0.0518376456701786	0.450215765230106	0.508039261739026	-0.11085282070511	0.189893153584356	0.256583374191822	0.121521216288107	-0.508383810511297	-0.0179401885246291	0.206631869301618	-0.0441026429290199	-0.0864184962095083	-0.0711958390279701	0.05639989892651	-0.275332849150854	0.235412742017552	0.097339641778782	0.217163700408908	0.116628359604374	-0.109112795779144	-0.31910294557266	-0.311358697077893	-0.188708641358309	-0.0819129125972307	-0.358532120982985	0.517365973369986	0.27287453100137	0.0724659041003957	0.0801541964983539
ENSFDAG00000011719	-0.171887420004729	0.209146792475944	0.350902801842994	-0.417720990993239	-0.371114650785065	0.714166984461268	0.399769892943962	-0.0749344764988926	0.0369290074990527	-0.649699865497417	-0.778660125658694	-1.68817781372628	0.979049162669409	-0.0367599942135604	1.05966691093729	0.0792243377787507	-0.569153840543917	-1.74281894414466	0.200252774197538	0.904844696451284	1.17759706535126	0.35551028192029	0.981386849976778	0.727238098209639	-0.73425688651402	-0.538983328942463	-0.897177150178985	0.0369117183816773	0.536508566240476	0.632288812708573	0.407253896897448	-0.4931801731589	-0.406878411935668	-0.690796290901613	1.6393764696027	1.02979899433431	0.275880370873064	-1.54226923499426	-1.28691665778433	-2.56196313664105	-2.20104153610198	-0.559286040572743	-1.36683979270015	1.92688821786394	2.04857444603665	1.40330206947401	1.32022738825057
ENSFDAG00000012037	1.09669487901868	0.303428835729639	0.116667721518744	-1.4557351337265	-0.104206153680739	-0.53010427918544	0.0767632036973986	0.314845683170818	0.124145941808967	0.101627064896477	0.00999255508298424	-1.71021808339471	-0.359399674837633	1.10290320588452	0.337384021640584	-0.321131915698873	-0.335629921164502	-1.16216374680118	-0.346904225950304	1.35840329688234	1.24788569681921	-0.357246839479525	1.02409781786836	0.65842358077653	-0.338319140526105	-0.127972024496043	-0.86910134121221	0.101707525097723	0.715069314126199	0.721930058394828	-1.68040077278353	-0.454261537044309	0.576944010167313	-0.168218571687491	0.532412244028236	0.452226086105481	0.444566022646061	-1.14999144396096	-0.275816787968631	-1.93195511745744	-1.70953978475146	-0.445865265102273	-1.05177420169623	1.4750718294887	1.99024508792469	0.480984698816898	1.27345335666488
